X0,Y0,X1,Y1,XF,YF,Angle0,Angle1,TargetX,TargetY
300,400,400.0,400.0,500.0,400.0,0,0,225,225
300,400,400.0,400.0,500.0,400.0,0,0,225,225
300,400,400.0,400.0,500.0,400.0,0,0,225,225
300,400,400.0,400.0,500.0,400.0,0,0,225,225
300,400,400.0,400.0,500.0,400.0,0,0,225,225
300,400,400.0,400.0,500.0,400.0,0,0,225,225
300,400,400.0,400.0,500.0,400.0,0,0,225,225
300,400,400.0,400.0,500.0,400.0,0,0,225,225
300,400,400.0,400.0,500.0,400.0,0,0,225,225
300,400,200.24359497401758,393.0243526255875,237.70425431560878,485.7427380822662,184,68,225,225
300,400,200.24359497401758,393.0243526255875,237.70425431560878,485.7427380822662,184,68,225,225
300,400,200.24359497401758,393.0243526255875,237.70425431560878,485.7427380822662,184,68,225,225
300,400,200.24359497401758,393.0243526255875,237.70425431560878,485.7427380822662,184,68,225,225
300,400,200.24359497401758,393.0243526255875,237.70425431560878,485.7427380822662,184,68,225,225
300,400,200.24359497401758,393.0243526255875,237.70425431560878,485.7427380822662,184,68,225,225
300,400,200.24359497401758,393.0243526255875,237.70425431560878,485.7427380822662,184,68,225,225
300,400,200.24359497401758,393.0243526255875,237.70425431560878,485.7427380822662,184,68,225,225
300,400,200.24359497401758,393.0243526255875,237.70425431560878,485.7427380822662,184,68,225,225
300,400,200.24359497401758,393.0243526255875,237.70425431560878,485.7427380822662,184,68,225,225
300,400,200.38053019082545,391.2844257252342,256.29982053790013,308.38066846973004,185,304,225,225
300,400,200.38053019082545,391.2844257252342,256.29982053790013,308.38066846973004,185,304,225,225
300,400,200.38053019082545,391.2844257252342,256.29982053790013,308.38066846973004,185,304,225,225
300,400,200.38053019082545,391.2844257252342,256.29982053790013,308.38066846973004,185,304,225,225
300,400,200.38053019082545,391.2844257252342,256.29982053790013,308.38066846973004,185,304,225,225
300,400,200.38053019082545,391.2844257252342,256.29982053790013,308.38066846973004,185,304,225,225
300,400,200.38053019082545,391.2844257252342,256.29982053790013,308.38066846973004,185,304,225,225
300,400,200.38053019082545,391.2844257252342,256.29982053790013,308.38066846973004,185,304,225,225
300,400,200.38053019082545,391.2844257252342,256.29982053790013,308.38066846973004,185,304,225,225
300,400,200.38053019082545,391.2844257252342,256.29982053790013,308.38066846973004,185,304,225,225
300,400,203.40741737109317,425.88190451025207,170.85060192537753,331.33004695032037,165,251,225,225
300,400,203.40741737109317,425.88190451025207,170.8506019253775,331.33004695032037,165,251,225,225
300,400,203.40741737109317,425.88190451025207,170.8506019253775,331.33004695032037,165,251,225,225
300,400,203.40741737109317,425.88190451025207,170.8506019253775,331.33004695032037,165,251,225,225
300,400,203.40741737109317,425.88190451025207,170.8506019253775,331.33004695032037,165,251,225,225
300,400,203.40741737109317,425.88190451025207,170.8506019253775,331.33004695032037,165,251,225,225
300,400,203.40741737109317,425.88190451025207,170.8506019253775,331.33004695032037,165,251,225,225
300,400,203.40741737109317,425.88190451025207,170.8506019253775,331.33004695032037,165,251,225,225
300,400,203.40741737109317,425.88190451025207,170.8506019253775,331.33004695032037,165,251,225,225
300,400,203.40741737109317,425.88190451025207,170.8506019253775,331.33004695032037,165,251,225,225
300,400,207.94951465475597,439.0731128489274,162.55046468080127,349.97246043009056,157,243,225,225
300,400,207.94951465475594,439.0731128489274,162.55046468080124,349.97246043009056,157,243,225,225
300,400,207.94951465475594,439.0731128489274,162.55046468080124,349.97246043009056,157,243,225,225
300,400,207.94951465475594,439.0731128489274,162.55046468080124,349.97246043009056,157,243,225,225
300,400,207.94951465475594,439.0731128489274,162.55046468080124,349.97246043009056,157,243,225,225
300,400,207.94951465475594,439.0731128489274,162.55046468080124,349.97246043009056,157,243,225,225
300,400,207.94951465475594,439.0731128489274,162.55046468080124,349.97246043009056,157,243,225,225
300,400,207.94951465475594,439.0731128489274,162.55046468080124,349.97246043009056,157,243,225,225
300,400,207.94951465475594,439.0731128489274,162.55046468080124,349.97246043009056,157,243,225,225
300,400,207.94951465475594,439.0731128489274,162.55046468080124,349.97246043009056,157,243,225,225
300,400,234.39409710094924,324.5290419777228,156.67950095525214,261.597002872739,229,219,225,225
300,400,234.39409710094924,324.5290419777228,156.67950095525214,261.597002872739,229,219,225,225
300,400,234.39409710094924,324.5290419777228,156.67950095525214,261.597002872739,229,219,225,225
300,400,234.39409710094924,324.5290419777228,156.67950095525214,261.597002872739,229,219,225,225
300,400,234.39409710094924,324.5290419777228,156.67950095525214,261.597002872739,229,219,225,225
300,400,234.39409710094924,324.5290419777228,156.67950095525214,261.597002872739,229,219,225,225
300,400,234.39409710094924,324.5290419777228,156.67950095525214,261.597002872739,229,219,225,225
300,400,234.39409710094924,324.5290419777228,156.67950095525214,261.597002872739,229,219,225,225
300,400,234.39409710094924,324.5290419777228,156.67950095525214,261.597002872739,229,219,225,225
300,400,234.39409710094924,324.5290419777228,156.67950095525214,261.597002872739,229,219,225,225
300,400,397.0295726275997,424.1921895599668,477.93127206509445,365.4136643307194,14,324,225,225
300,400,397.0295726275997,424.1921895599668,477.93127206509445,365.4136643307194,14,324,225,225
300,400,397.0295726275997,424.1921895599668,477.93127206509445,365.4136643307194,14,324,225,225
300,400,397.0295726275997,424.1921895599668,477.93127206509445,365.4136643307194,14,324,225,225
